label,utility,type,period,basic_charge_limit (imperial),basic_charge_limit (metric),month_start,month_end,hour_start,hour_end,weekday_start,weekday_end,charge (imperial),charge (metric),units,Notes
36002001007,electric,customer,,,,,,,,,,143.09,143.09,$/month,
,electric,demand,winter-peak1,0,0,1,5,8,22,0,4,13.96,13.96,$/kW,
,electric,demand,winter-all-hours1,0,0,1,5,0,24,0,6,4.21,4.21,$/kW,
,electric,demand,summer-peak,0,0,6,9,8,22,0,4,18.44,18.44,$/kW,
,electric,demand,summer-super-peak,0,0,6,9,8,18,0,4,9.15,9.15,$/kW,
,electric,demand,summer-all-hours,0,0,6,9,0,24,0,6,16.66,16.66,$/kW,
,electric,demand,winter-peak2,0,0,10,12,8,22,0,4,13.96,13.96,$/kW,
,electric,demand,winter-all-hours2,0,0,10,12,0,24,0,6,4.21,4.21,$/kW,
,electric,energy,,0,0,1,1,0,8,0,4,0.0446782,0.0446782,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,1,1,22,24,0,4,0.0446782,0.0446782,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,1,1,8,22,0,4,0.044253925,0.044253925,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,1,1,0,24,5,6,0.0446782,0.0446782,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,2,2,0,8,0,4,0.0559765,0.0559765,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,2,2,22,24,0,4,0.0559765,0.0559765,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,2,2,8,22,0,4,0.072680387,0.072680387,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,2,2,0,24,5,6,0.0559765,0.0559765,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,3,3,0,8,0,4,0.034728354,0.034728354,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,3,3,22,24,0,4,0.034728354,0.034728354,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,3,3,8,22,0,4,0.037298506,0.037298506,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,3,3,0,24,5,6,0.034728354,0.034728354,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,4,4,0,8,0,4,0.02936025,0.02936025,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,4,4,22,24,0,4,0.02936025,0.02936025,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,4,4,8,22,0,4,0.0324525,0.0324525,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,4,4,0,24,5,6,0.02936025,0.02936025,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,5,5,0,8,0,4,0.0289717,0.0289717,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,5,5,22,24,0,4,0.0289717,0.0289717,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,5,5,8,22,0,4,0.034007312,0.034007312,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,5,5,0,24,5,6,0.0289717,0.0289717,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,6,6,0,8,0,4,0.03385825,0.03385825,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,6,6,22,24,0,4,0.03385825,0.03385825,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,6,6,8,22,0,4,0.042739333,0.042739333,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,6,6,0,24,5,6,0.03385825,0.03385825,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,7,7,0,8,0,4,0.037473333,0.037473333,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,7,7,22,24,0,4,0.037473333,0.037473333,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,7,7,8,22,0,4,0.049901949,0.049901949,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,7,7,0,24,5,6,0.037473333,0.037473333,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,8,8,0,8,0,4,0.041839333,0.041839333,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,8,8,22,24,0,4,0.041839333,0.041839333,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,8,8,8,22,0,4,0.054796116,0.054796116,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,8,8,0,24,5,6,0.041839333,0.041839333,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,9,9,0,8,0,4,0.045309375,0.045309375,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,9,9,22,24,0,4,0.045309375,0.045309375,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,9,9,8,22,0,4,0.056307944,0.056307944,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,9,9,0,24,5,6,0.045309375,0.045309375,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,10,10,0,8,0,4,0.0512568,0.0512568,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,10,10,22,24,0,4,0.0512568,0.0512568,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,10,10,8,22,0,4,0.062368078,0.062368078,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,10,10,0,24,5,6,0.0512568,0.0512568,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,11,11,0,8,0,4,0.057463827,0.057463827,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,11,11,22,24,0,4,0.057463827,0.057463827,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,11,11,8,22,0,4,0.06500276,0.06500276,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,11,11,0,24,5,6,0.057463827,0.057463827,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,12,12,0,8,0,4,0.0449075,0.0449075,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,12,12,22,24,0,4,0.0449075,0.0449075,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,12,12,8,22,0,4,0.055188172,0.055188172,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,electric,energy,,0,0,12,12,0,24,5,6,0.0449075,0.0449075,$/kWh,Monthly average of LMP price plus base charge of $0.0079 / kWh
,gas,energy,,0,0,1,1,0,24,0,6,250.269727,88.38206542,$/therm or $/m3,Includes cost of gas
,gas,energy,,10,28.3168,1,1,0,24,0,6,0.532927,0.188201704,$/therm or $/m3,Includes cost of gas
,gas,energy,,0,0,2,2,0,24,0,6,250.343588,88.40814923,$/therm or $/m3,Includes cost of gas
,gas,energy,,10,28.3168,2,2,0,24,0,6,0.606788,0.214285512,$/therm or $/m3,Includes cost of gas
,gas,energy,,0,0,3,3,0,24,0,6,250.30532,88.39463499,$/therm or $/m3,Includes cost of gas
,gas,energy,,10,28.3168,3,3,0,24,0,6,0.56852,0.200771274,$/therm or $/m3,Includes cost of gas
,gas,energy,,0,0,4,4,0,24,0,6,250.31388,88.39765793,$/therm or $/m3,Includes cost of gas
,gas,energy,,10,28.3168,4,4,0,24,0,6,0.57708,0.203794214,$/therm or $/m3,Includes cost of gas
,gas,energy,,0,0,5,5,0,24,0,6,250.264282,88.38014253,$/therm or $/m3,Includes cost of gas
,gas,energy,,10,28.3168,5,5,0,24,0,6,0.527482,0.186278817,$/therm or $/m3,Includes cost of gas
,gas,energy,,0,0,6,6,0,24,0,6,250.336001,88.4054699,$/therm or $/m3,Includes cost of gas
,gas,energy,,10,28.3168,6,6,0,24,0,6,0.599201,0.211606184,$/therm or $/m3,Includes cost of gas
,gas,energy,,0,0,7,7,0,24,0,6,250.382348,88.42183721,$/therm or $/m3,Includes cost of gas
,gas,energy,,10,28.3168,7,7,0,24,0,6,0.645548,0.2279735,$/therm or $/m3,Includes cost of gas
,gas,energy,,0,0,8,8,0,24,0,6,250.362432,88.41480393,$/therm or $/m3,Includes cost of gas
,gas,energy,,10,28.3168,8,8,0,24,0,6,0.625632,0.220940219,$/therm or $/m3,Includes cost of gas
,gas,energy,,0,0,9,9,0,24,0,6,250.426913,88.43757522,$/therm or $/m3,Includes cost of gas
,gas,energy,,10,28.3168,9,9,0,24,0,6,0.690113,0.243711507,$/therm or $/m3,Includes cost of gas
,gas,energy,,0,0,10,10,0,24,0,6,250.567246,88.48713343,$/therm or $/m3,Includes cost of gas
,gas,energy,,10,28.3168,10,10,0,24,0,6,0.830446,0.29326972,$/therm or $/m3,Includes cost of gas
,gas,energy,,0,0,11,11,0,24,0,6,250.58759,88.49431786,$/therm or $/m3,Includes cost of gas
,gas,energy,,10,28.3168,11,11,0,24,0,6,0.85079,0.300454147,$/therm or $/m3,Includes cost of gas
,gas,energy,,0,0,12,12,0,24,0,6,250.55643,88.48331379,$/therm or $/m3,Includes cost of gas
,gas,energy,,10,28.3168,12,12,0,24,0,6,0.81963,0.289450079,$/therm or $/m3,Includes cost of gas
