label,utility,type,period,basic_charge_limit (imperial),basic_charge_limit (metric),month_start,month_end,hour_start,hour_end,weekday_start,weekday_end,charge (imperial),charge (metric),units,Notes
18000061001,electric,customer,,,,,,,,,,120,120,$/month,
,electric,energy,,0,0,1,2,0,24,0,6,0.027628,0.027628,$/kWh,Includes Fuel Adjsutment Charge
,electric,energy,,0,0,3,5,0,24,0,6,0.032479,0.032479,$/kWh,Includes Fuel Adjsutment Charge
,electric,energy,,0,0,6,8,0,24,0,6,0.030026,0.030026,$/kWh,Includes Fuel Adjsutment Charge
,electric,energy,,0,0,9,11,0,24,0,6,0.036168,0.036168,$/kWh,Includes Fuel Adjsutment Charge
,electric,energy,,0,0,12,12,0,24,0,6,0.041554,0.041554,$/kWh,Includes Fuel Adjsutment Charge
,electric,demand,maximum,0,0,1,12,0,24,0,6,23.23,23.23,$/kW,
,gas,customer,,,,,,,,,,300,300,$/month,
,gas,demand,maximum,0,0,1,12,0,24,0,6,15.6,5.509097073,$/therm/hr or $/m3/hr,
,gas,energy,,0,0,1,1,0,24,0,6,0.354,0.125014126,$/therm or $/m3,Includes monthly gas supply charge
,gas,energy,,0,0,2,2,0,24,0,6,0.4049,0.142989321,$/therm or $/m3,Includes monthly gas supply charge
,gas,energy,,0,0,3,3,0,24,0,6,0.3215,0.11353684,$/therm or $/m3,Includes monthly gas supply charge
,gas,energy,,0,0,4,4,0,24,0,6,0.3147,0.111135439,$/therm or $/m3,Includes monthly gas supply charge
,gas,energy,,0,0,5,5,0,24,0,6,0.3123,0.110287886,$/therm or $/m3,Includes monthly gas supply charge
,gas,energy,,0,0,6,6,0,24,0,6,0.4168,0.147191773,$/therm or $/m3,Includes monthly gas supply charge
,gas,energy,,0,0,7,7,0,24,0,6,0.3215,0.11353684,$/therm or $/m3,Includes monthly gas supply charge
,gas,energy,,0,0,8,8,0,24,0,6,0.324,0.114419708,$/therm or $/m3,Includes monthly gas supply charge
,gas,energy,,0,0,9,9,0,24,0,6,0.3453,0.121941745,$/therm or $/m3,Includes monthly gas supply charge
,gas,energy,,0,0,10,10,0,24,0,6,0.3632,0.128263081,$/therm or $/m3,Includes monthly gas supply charge
,gas,energy,,0,0,11,11,0,24,0,6,0.3643,0.128651543,$/therm or $/m3,Includes monthly gas supply charge
,gas,energy,,0,0,12,12,0,24,0,6,0.4168,0.147191773,$/therm or $/m3,Includes monthly gas supply charge
